scale,mean_loss,std_loss,median_loss,min_loss,max_loss,num_images
1.0,0.0,0.0,0.0,0.0,0.0,2
1.125,0.0004095874901395291,4.9497466534376144e-05,0.0004095874901395291,0.00036009002360515296,0.00045908495667390525,2
1.5,0.00119361822726205,0.00011454540072008967,0.00119361822726205,0.0010790728265419602,0.0013081636279821396,2
2.0,0.00417990586720407,3.1242379918694496e-05,0.00417990586720407,0.004148663487285376,0.004211148247122765,2
